Otu,Domain,Phylum,Class,Order,Family,Genus
Otu233,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu250,Bacteria,na,na,na,na,na
Otu232,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
Otu243,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu241,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu219,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Otu239,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu227,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu281,Bacteria,na,na,na,na,na
Otu262,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu240,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu271,Bacteria,na,na,na,na,na
Otu277,Bacteria,na,na,na,na,na
Otu255,Bacteria,na,na,na,na,na
Otu259,Bacteria,Bacteroidetes,na,na,na,na
Otu258,Bacteria,na,na,na,na,na
Otu224,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Saccharococcus
Otu270,Bacteria,na,na,na,na,na
Otu264,Bacteria,na,na,na,na,na
Otu275,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu268,Bacteria,na,na,na,na,na
Otu246,Bacteria,Bacteroidetes,na,na,na,na
Otu254,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu284,Bacteria,na,na,na,na,na
Otu247,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
Otu278,Bacteria,na,na,na,na,na
Otu253,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu263,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu251,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea
Otu292,Bacteria,na,na,na,na,na
Otu256,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu280,Bacteria,Firmicutes,na,na,na,na
Otu261,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
Otu287,Bacteria,na,na,na,na,na
Otu249,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu248,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu260,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu267,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu306,Bacteria,na,na,na,na,na
Otu293,Bacteria,na,na,na,na,na
Otu276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
Otu302,Bacteria,Firmicutes,na,na,na,na
Otu298,Bacteria,na,na,na,na,na
Otu282,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu291,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu309,Bacteria,na,na,na,na,na
Otu272,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia
Otu305,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu301,Bacteria,Firmicutes,na,na,na,na
Otu295,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu289,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu307,Bacteria,na,na,na,na,na
Otu265,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu274,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Otu269,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu283,Bacteria,Firmicutes,Clostridia,na,na,na
Otu288,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea
Otu285,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu315,Bacteria,Firmicutes,na,na,na,na
Otu316,Bacteria,na,na,na,na,na
Otu296,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Otu266,Bacteria,Firmicutes,na,na,na,na
Otu290,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
Otu304,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu279,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu321,Bacteria,na,na,na,na,na
Otu294,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
Otu336,Bacteria,na,na,na,na,na
Otu311,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu331,Bacteria,na,na,na,na,na
Otu303,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu257,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas
Otu330,Bacteria,na,na,na,na,na
Otu313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu286,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter
Otu299,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu343,Bacteria,na,na,na,na,na
Otu320,Bacteria,na,na,na,na,na
Otu312,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu317,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Otu329,Bacteria,Bacteroidetes,na,na,na,na
Otu322,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
Otu326,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu297,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu318,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga
Otu300,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Brassicibacter
Otu314,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu325,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu340,Bacteria,Actinobacteria,na,na,na,na
Otu319,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu308,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na
Otu328,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu342,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu348,Bacteria,na,na,na,na,na
Otu333,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu310,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter
Otu335,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu324,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,na
Otu347,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu341,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu344,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu355,Bacteria,na,na,na,na,na
Otu327,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,na
Otu359,Bacteria,na,na,na,na,na
Otu346,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu345,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_2,Desulfotomaculum
Otu367,Bacteria,na,na,na,na,na
Otu358,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
Otu372,Bacteria,na,na,na,na,na
Otu337,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
Otu350,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu357,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu338,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,na,na
Otu354,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu366,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu373,Bacteria,na,na,na,na,na
Otu370,Bacteria,na,na,na,na,na
Otu332,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu368,Bacteria,na,na,na,na,na
Otu351,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu323,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella
Otu378,Bacteria,na,na,na,na,na
Otu369,Bacteria,Firmicutes,na,na,na,na
Otu377,Bacteria,na,na,na,na,na
Otu334,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
Otu360,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu356,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu380,Bacteria,na,na,na,na,na
Otu384,Bacteria,na,na,na,na,na
Otu349,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu363,Bacteria,Bacteroidetes,na,na,na,na
Otu365,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
Otu364,Bacteria,Bacteroidetes,na,na,na,na
Otu352,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu386,Bacteria,na,na,na,na,na
Otu394,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia
Otu393,Bacteria,na,na,na,na,na
Otu379,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu375,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
Otu399,Bacteria,na,na,na,na,na
Otu396,Bacteria,Bacteroidetes,na,na,na,na
Otu361,Bacteria,Firmicutes,Clostridia,na,na,na
Otu400,Bacteria,na,na,na,na,na
Otu395,Bacteria,na,na,na,na,na
Otu397,Bacteria,na,na,na,na,na
Otu404,Bacteria,na,na,na,na,na
Otu398,Bacteria,na,na,na,na,na
Otu411,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
Otu385,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter
Otu408,Archaea,na,na,na,na,na
Otu376,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Otu383,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu412,Bacteria,na,na,na,na,na
Otu371,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
Otu413,Bacteria,na,na,na,na,na
Otu382,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu420,Bacteria,na,na,na,na,na
Otu353,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium
Otu381,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu419,Bacteria,na,na,na,na,na
Otu362,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,na
Otu389,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu402,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu409,Bacteria,na,na,na,na,na
Otu407,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu374,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
Otu405,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu427,Bacteria,na,na,na,na,na
Otu425,Bacteria,na,na,na,na,na
Otu401,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
Otu426,Bacteria,na,na,na,na,na
Otu421,Bacteria,na,na,na,na,na
Otu428,Bacteria,na,na,na,na,na
Otu422,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu417,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu414,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Otu391,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu403,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu406,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu387,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium
Otu430,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella
Otu388,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Breznakia
Otu418,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu442,Bacteria,na,na,na,na,na
Otu410,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
Otu434,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu433,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu423,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu443,Bacteria,na,na,na,na,na
Otu444,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu438,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Otu446,Bacteria,na,na,na,na,na
Otu435,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu429,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu458,Bacteria,na,na,na,na,na
Otu459,Bacteria,na,na,na,na,na
Otu416,Bacteria,Firmicutes,na,na,na,na
Otu415,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu461,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu424,Bacteria,na,na,na,na,na
Otu451,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
Otu445,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu457,Bacteria,na,na,na,na,na
Otu447,Bacteria,Acidobacteria,Acidobacteria_Gp4,na,na,Gp4
Otu455,Bacteria,na,na,na,na,na
Otu469,Bacteria,na,na,na,na,na
Otu470,Bacteria,na,na,na,na,na
Otu467,Bacteria,na,na,na,na,na
Otu452,Bacteria,na,na,na,na,na
Otu436,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Otu471,Bacteria,na,na,na,na,na
Otu456,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu437,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu474,Bacteria,na,na,na,na,na
Otu431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu439,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu448,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu475,Bacteria,na,na,na,na,na
Otu460,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu468,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu449,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu472,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu479,Bacteria,na,na,na,na,na
Otu486,Bacteria,na,na,na,na,na
Otu477,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu465,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
Otu466,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
Otu480,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu464,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu485,Bacteria,na,na,na,na,na
Otu463,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu450,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu462,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu454,Bacteria,Firmicutes,na,na,na,na
Otu473,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Otu484,Bacteria,na,na,na,na,na
Otu495,Bacteria,na,na,na,na,na
Otu476,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu501,Bacteria,na,na,na,na,na
Otu503,Bacteria,na,na,na,na,na
Otu441,Bacteria,Proteobacteria,na,na,na,na
Otu502,Bacteria,na,na,na,na,na
Otu440,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Otu496,Bacteria,Firmicutes,na,na,na,na
Otu489,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu478,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu453,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Otu505,Bacteria,na,na,na,na,na
Otu483,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu506,Bacteria,na,na,na,na,na
Otu497,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu492,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,na,na
Otu500,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,na
Otu517,Bacteria,na,na,na,na,na
Otu512,Bacteria,na,na,na,na,na
Otu481,Bacteria,Bacteroidetes,na,na,na,na
Otu482,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,na,na
Otu488,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu494,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu509,Bacteria,na,na,na,na,na
Otu487,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu498,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu511,Bacteria,na,na,na,na,na
Otu510,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu527,Bacteria,na,na,na,na,na
Otu499,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parafilimonas
Otu508,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu525,Bacteria,na,na,na,na,na
Otu491,Bacteria,na,na,na,na,na
Otu521,Bacteria,Proteobacteria,na,na,na,na
Otu528,Bacteria,Proteobacteria,na,na,na,na
Otu522,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
Otu493,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu531,Bacteria,na,na,na,na,na
Otu490,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Paradevosia
Otu514,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu519,Bacteria,na,na,na,na,na
Otu516,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu523,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
Otu507,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu538,Bacteria,Firmicutes,na,na,na,na
Otu536,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu541,Bacteria,na,na,na,na,na
Otu550,Bacteria,na,na,na,na,na
Otu520,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu513,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu554,Bacteria,na,na,na,na,na
Otu518,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu515,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum
Otu533,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu548,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
Otu567,Bacteria,na,na,na,na,na
Otu557,Bacteria,na,na,na,na,na
Otu532,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu565,Bacteria,na,na,na,na,na
Otu543,Bacteria,na,na,na,na,na
Otu549,Bacteria,Firmicutes,na,na,na,na
Otu530,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
