Otu,Domain,Phylum,Class,Order,Family,Genus,Species
Otu1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
Otu7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu11,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,na
Otu8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,na
Otu2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,na
Otu6,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
Otu9,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu10,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Faecalibaculum rodentium
Otu4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,na
Otu3,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,na
Otu5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,na
Otu13,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu22,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu15,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,na
Otu14,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu17,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu16,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu18,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,na
Otu12,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,na
Otu19,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,na
Otu20,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,Muribaculum gordoncarteri
Otu23,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu21,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu24,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Extibacter,na
Otu27,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu32,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu28,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu26,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,na
Otu30,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu25,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu29,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,na
Otu31,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,na
Otu33,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,na
Otu36,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu35,Bacteria,Firmicutes,na,na,na,na,na
Otu38,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na
Otu40,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu39,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
Otu34,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII,na
Otu37,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,na
Otu44,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,na
Otu41,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
Otu42,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,na
Otu43,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu51,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,na
Otu47,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu45,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu49,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu50,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu46,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu48,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,na
Otu52,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,na
Otu53,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,na
Otu54,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu55,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,na
Otu57,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu56,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,na
Otu58,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,na
Otu59,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu60,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu61,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,na
Otu62,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,na
Otu65,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu63,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu64,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,na
Otu66,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,na
Otu67,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu69,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu68,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu70,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,na
Otu73,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,na
Otu71,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu72,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na
Otu74,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na
Otu75,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,na
Otu76,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,na
Otu77,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu80,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,na
Otu78,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,na
Otu81,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,na
Otu82,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu79,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,na
Otu83,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu84,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu85,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,na
Otu87,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,na
Otu90,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,na
Otu89,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,na
Otu86,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,na
Otu88,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu91,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,na
Otu92,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na
Otu93,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu94,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,na
Otu95,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu97,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu96,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu100,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu98,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,na
Otu102,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu101,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,na
Otu103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu99,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,na,na
Otu106,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,na
Otu104,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,na
Otu105,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu107,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella,na
Otu108,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu110,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu109,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,na
Otu111,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu112,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,na
Otu113,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,na
Otu115,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,na
Otu114,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium,na
Otu116,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,na
Otu117,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu118,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu121,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu120,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na
Otu119,,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,na
Otu122,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu125,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu126,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu123,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII,na
Otu124,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerosalibacter,na
Otu127,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu128,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,na
Otu129,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu132,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu131,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu130,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,na
Otu133,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu135,Bacteria,Firmicutes,na,na,na,na,na
Otu136,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,na
Otu134,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na,na
Otu137,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,na
Otu140,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,na,Chloroplast,Streptophyta,na
Otu141,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,na,na
Otu138,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu142,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,na
Otu143,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,na
Otu147,Bacteria,na,na,na,na,na,na
Otu144,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu145,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,na
Otu146,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu148,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,na
Otu149,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,na
Otu150,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu151,Bacteria,na,na,na,na,na,na
Otu152,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,na
Otu155,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu153,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,na
Otu157,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu156,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na,na
Otu154,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,na,na
Otu158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
Otu159,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu161,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu160,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,na
Otu165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu163,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na
Otu166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,na
Otu167,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,na
Otu169,Bacteria,na,na,na,na,na,na
Otu170,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,na
Otu168,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu172,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,na
Otu171,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu173,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu174,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu176,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu175,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na
Otu177,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,na
Otu178,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,na
Otu180,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu181,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella,na
Otu179,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,na
Otu183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu184,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,na
Otu182,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_incertae_sedis,Marinisporobacter,na
Otu185,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,na
Otu187,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu186,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,na
Otu189,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,na
Otu188,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,na
Otu191,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na
Otu192,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,na
Otu190,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,na
Otu193,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,na
Otu195,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu196,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na
Otu194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
Otu197,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu198,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,na
Otu200,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu199,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium,na
Otu202,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,na
Otu203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,na
Otu205,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,na
Otu204,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Falcatimonas,na
Otu207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
Otu206,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,na
Otu208,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu209,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu211,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu213,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu210,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu212,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,na
Otu215,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
Otu216,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
Otu217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu214,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
Otu218,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu219,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,na
Otu221,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu220,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,na
Otu223,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu222,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,na
Otu226,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,na
Otu224,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,na,na
Otu227,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu225,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu228,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,na
Otu229,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu230,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
