Otu,Domain,Phylum,Class,Order,Family,Genus,Species
Otu233,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu231,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu232,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,na
Otu236,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu234,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu237,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu238,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus,na
Otu235,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Saccharococcus,na
Otu240,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
Otu239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu244,Bacteria,Proteobacteria,na,na,na,na,na
Otu241,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu245,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na,na
Otu246,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,na
Otu247,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,na
Otu248,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na
Otu250,Bacteria,Firmicutes,na,na,na,na,na
Otu249,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
Otu252,Bacteria,na,na,na,na,na,na
Otu251,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu253,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu255,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,na
Otu254,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu256,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,na
Otu258,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
Otu259,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu257,Bacteria,Actinobacteria,Coriobacteriia,na,na,na,na
Otu260,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu242,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu261,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,na,Chloroplast,Streptophyta,na
Otu262,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu266,Bacteria,na,na,na,na,na,na
Otu263,Bacteria,Bacteroidetes,na,na,na,na,na
Otu264,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,na
Otu269,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu267,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea,na
Otu265,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,na
Otu271,Bacteria,na,na,na,na,na,na
Otu268,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Brassicibacter,na
Otu272,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,na,na
Otu274,Bacteria,Bacteroidetes,na,na,na,na,na
Otu273,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu276,Bacteria,na,na,na,na,na,na
Otu279,Bacteria,na,na,na,na,na,na
Otu275,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na,na
Otu277,Bacteria,Firmicutes,na,na,na,na,na
Otu278,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu280,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,na
Otu282,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu283,Bacteria,na,na,na,na,na,na
Otu285,Bacteria,na,na,na,na,na,na
Otu284,Bacteria,na,na,na,na,na,na
Otu281,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,na
Otu290,Bacteria,na,na,na,na,na,na
Otu292,Bacteria,na,na,na,na,na,na
Otu287,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,na
Otu289,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,na,na,na
Otu286,Bacteria,Firmicutes,na,na,na,na,na
Otu294,Bacteria,na,na,na,na,na,na
Otu288,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,na
Otu270,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas,na
Otu293,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,na
Otu291,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,na
Otu296,Bacteria,na,na,na,na,na,na
Otu295,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,na,na
Otu298,Bacteria,na,na,na,na,na,na
Otu297,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu300,Bacteria,Proteobacteria,na,na,na,na,na
Otu303,Bacteria,na,na,na,na,na,na
Otu299,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,na
Otu305,Bacteria,na,na,na,na,na,na
Otu304,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,na
Otu306,Bacteria,na,na,na,na,na,na
Otu301,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,na
Otu308,Bacteria,na,na,na,na,na,na
Otu307,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu302,Bacteria,Firmicutes,na,na,na,na,na
Otu311,Bacteria,na,na,na,na,na,na
Otu310,Bacteria,Firmicutes,Clostridia,na,na,na,na
Otu313,Bacteria,na,na,na,na,na,na
Otu309,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,na
Otu314,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea,na
Otu319,Bacteria,na,na,na,na,na,na
Otu312,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,na
Otu316,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,na
Otu317,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,na
Otu315,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,na,na,na
Otu320,Bacteria,na,na,na,na,na,na
Otu322,Bacteria,na,na,na,na,na,na
Otu324,Bacteria,na,na,na,na,na,na
Otu326,Bacteria,Firmicutes,na,na,na,na,na
Otu321,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na,na
Otu327,Bacteria,na,na,na,na,na,na
Otu323,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu328,Bacteria,Firmicutes,na,na,na,na,na
Otu325,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu318,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII,na
Otu330,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na
Otu329,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,na
Otu334,Bacteria,na,na,na,na,na,na
Otu332,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu331,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu336,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu333,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu337,Bacteria,na,na,na,na,na,na
Otu338,Bacteria,na,na,na,na,na,na
Otu341,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu339,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu347,Bacteria,Firmicutes,na,na,na,na,na
Otu343,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na,na
Otu344,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu345,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu340,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,na
Otu342,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,na
Otu346,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na,na
Otu348,Bacteria,na,na,na,na,na,na
Otu353,Bacteria,na,na,na,na,na,na
Otu349,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,na
Otu351,Bacteria,na,na,na,na,na,na
Otu350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu352,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,na
Otu355,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,na,na
Otu356,Bacteria,Firmicutes,na,na,na,na,na
Otu354,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,na
Otu359,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu361,Bacteria,Bacteroidetes,na,na,na,na,na
Otu357,Bacteria,Firmicutes,Bacilli,na,na,na,na
Otu363,Bacteria,na,na,na,na,na,na
Otu360,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu362,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,na
Otu364,Bacteria,na,na,na,na,na,na
Otu358,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu366,Bacteria,na,na,na,na,na,na
Otu365,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu371,Bacteria,Proteobacteria,na,na,na,na,na
Otu367,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu369,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu370,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,na
Otu375,Bacteria,Actinobacteria,na,na,na,na,na
Otu373,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu368,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,na
Otu372,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,na,na,na
Otu377,Bacteria,na,na,na,na,na,na
Otu376,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu378,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu379,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu382,Bacteria,na,na,na,na,na,na
Otu380,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,na
Otu374,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,na
Otu381,Bacteria,Firmicutes,na,na,na,na,na
Otu383,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu385,Bacteria,na,na,na,na,na,na
Otu384,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_2,Desulfotomaculum,na
Otu386,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu387,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu389,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
Otu390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu393,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,na
Otu391,Bacteria,Firmicutes,na,na,na,na,na
Otu394,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu388,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,na
Otu392,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu397,Bacteria,na,na,na,na,na,na
Otu399,Bacteria,na,na,na,na,na,na
Otu398,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,na
Otu400,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
Otu402,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,na
Otu404,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu403,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu401,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu407,Bacteria,na,na,na,na,na,na
Otu409,Bacteria,Bacteroidetes,na,na,na,na,na
Otu412,Bacteria,na,na,na,na,na,na
Otu405,Bacteria,Firmicutes,Clostridia,na,na,na,na
Otu410,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,na
Otu408,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,na
Otu411,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu406,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,na,na
Otu414,Bacteria,Firmicutes,na,na,na,na,na
Otu413,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu415,Bacteria,na,na,na,na,na,na
Otu418,Bacteria,na,na,na,na,na,na
Otu417,Bacteria,na,na,na,na,na,na
Otu424,Bacteria,na,na,na,na,na,na
Otu423,Bacteria,na,na,na,na,na,na
Otu420,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu416,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,na
Otu425,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu421,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,na,na
Otu422,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu426,Bacteria,na,na,na,na,na,na
Otu419,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,na
Otu432,Bacteria,na,na,na,na,na,na
Otu427,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,na
Otu434,Bacteria,na,na,na,na,na,na
Otu428,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,na
Otu431,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter,na
Otu430,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu429,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu433,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu436,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na
Otu438,Bacteria,na,na,na,na,na,na
Otu435,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium,na
Otu440,Bacteria,na,na,na,na,na,na
Otu439,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
Otu437,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
Otu441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu443,Bacteria,na,na,na,na,na,na
Otu445,Bacteria,na,na,na,na,na,na
Otu447,Bacteria,na,na,na,na,na,na
Otu448,Bacteria,Bacteroidetes,na,na,na,na,na
Otu442,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na,na
Otu446,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,na
Otu449,Bacteria,na,na,na,na,na,na
Otu452,Bacteria,na,na,na,na,na,na
Otu450,Bacteria,na,na,na,na,na,na
Otu454,Bacteria,na,na,na,na,na,na
Otu453,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu456,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu451,Bacteria,na,na,na,na,na,na
Otu458,Bacteria,na,na,na,na,na,na
Otu457,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu455,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu461,Archaea,na,na,na,na,na,na
Otu460,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas,na
Otu463,Bacteria,na,na,na,na,na,na
Otu459,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,na
Otu465,Bacteria,na,na,na,na,na,na
Otu462,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu467,Bacteria,na,na,na,na,na,na
Otu464,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu466,Bacteria,na,na,na,na,na,na
Otu468,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,na
Otu470,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu473,Bacteria,na,na,na,na,na,na
Otu471,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
Otu469,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,na
Otu475,Bacteria,na,na,na,na,na,na
Otu472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
Otu478,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,na
Otu476,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na,na
Otu479,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu474,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,na
Otu483,Bacteria,na,na,na,na,na,na
Otu477,Bacteria,Firmicutes,na,na,na,na,na
Otu482,Bacteria,na,na,na,na,na,na
Otu481,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,na
Otu480,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
Otu485,Bacteria,na,na,na,na,na,na
Otu484,Bacteria,na,na,na,na,na,na
Otu487,Bacteria,na,na,na,na,na,na
Otu488,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu486,Bacteria,na,na,na,na,na,na
Otu490,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu491,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,na
Otu492,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,na
Otu494,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na
Otu493,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na,na
Otu489,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,na
Otu496,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,na
Otu495,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,na
Otu499,Bacteria,na,na,na,na,na,na
Otu498,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu501,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu497,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu503,Bacteria,na,na,na,na,na,na
Otu504,Bacteria,na,na,na,na,na,na
Otu500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Paradevosia,na
Otu505,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu507,Archaea,Euryarchaeota,Halobacteria,na,na,na,na
Otu506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu502,Bacteria,Proteobacteria,na,na,na,na,na
Otu509,Bacteria,na,na,na,na,na,na
Otu508,Bacteria,Acidobacteria,Acidobacteria_Gp4,na,na,Gp4,na
Otu511,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu513,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na,na
Otu514,Bacteria,Firmicutes,na,na,na,na,na
Otu512,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu516,Bacteria,na,na,na,na,na,na
